id,left,top,right,bottom,a_elev_m,a_dem_m,a_celev_m,a_ss_m,a_crh100_m,a_crh095_m,a_crh090_m,a_crh085_m,a_crh080_m,a_crh075_m,a_crh070_m,a_crh065_m,a_crh060_m,a_crh055_m,a_crh050_m,a_crh045_m,a_crh040_m,a_crh035_m,a_crh030_m,a_crh025_m,a_crh020_m,a_crh015_m,a_crh010_m,a_crh005_m,a_crh000_m,a_mfrac_m,a_rv_m,a_cv_m,a_fhd_m,a_pai_m,a_gap_m,a_pavd01_m,a_pavd02_m,a_pavd03_m,a_pavd04_m,a_pavd05_m,a_pavd06_m,a_pavd07_m,a_rg_m,a_rxrtrn_m,b_elev_m,b_dem_m,b_celev_m,b_ss_m,b_crh100_m,b_crh095_m,b_crh090_m,b_crh085_m,b_crh080_m,b_crh075_m,b_crh070_m,b_crh065_m,b_crh060_m,b_crh055_m,b_crh050_m,b_crh045_m,b_crh040_m,b_crh035_m,b_crh030_m,b_crh025_m,b_crh020_m,b_crh015_m,b_crh010_m,b_crh005_m,b_crh000_m,b_mfrac_m,b_rv_m,b_cv_m,b_fhd_m,b_pai_m,b_gap_m,b_pavd01_m,b_pavd02_m,b_pavd03_m,b_pavd04_m,b_pavd05_m,b_pavd06_m,b_pavd07_m,b_rg_m,b_rxrtrn_m,gedi_both,a_gedi_num,b_gedi_num,isburnt,iscontrol
305,339684.336,435578.1276,340184.336,435078.1276,231.4364,243.760738,253.303984,27.729134,21.862941,18.324118,16.502353,15.210588,14.121765,13.138235,12.164117,11.207059,10.260588,9.331765,8.436471,7.507059,6.590588,5.708824,4.828235,3.852353,2.739412,1.477647,-0.245294,-2.711176,-7.115882,0.329206,5553.188457,0.605784,2.715462,2.340778,0.39347,0.077288,0.122278,0.14664,0.093341,0.041679,0.016419,0.006824,2768.521955,423379.5122,232.40928,251.063654,249.437576,27.723202,17.022,14.642,13.32,12.378,11.584,10.948,10.34,9.74,9.202,8.67,8.138,7.584,7.002,6.336,5.54,4.484,3.25,1.55,-0.332,-2.228,-5.052,0.669241,3594.084082,0.652398,2.626331,2.665924,0.347491,0.124759,0.162462,0.169539,0.098617,0.034675,0.005513,0,1400.40838,415298.916,1,17,5,0,1
306,339684.336,435078.1276,340184.336,434578.1276,242.533493,259.261169,264.146172,27.737269,21.605,19.570001,17.88,16.905,15.445,13.48,12.075,10.445,9.525,8.82,8.125,7.41,6.68,5.875,5.07,4.265,3.44,2.43,1.325,-0.13,-2.13,0.565458,3670.988708,0.809283,2.828024,3.507466,0.190585,0.255,0.252903,0.190141,0.085175,0.03282,0.012668,0.000286,469.400253,423967.8914,269.295756,284.071448,293.725335,27.732167,24.425,21.35,19.636667,18.313333,17.210833,16.239167,15.376667,14.555833,13.745833,12.915,12.030833,11.1075,10.195,9.2775,8.275,7.096667,5.650833,3.879167,1.7425,-0.828333,-4.268333,0.355209,4710.787073,0.768408,2.84772,3.500852,0.231391,0.124973,0.173239,0.198996,0.141148,0.080772,0.035152,0.007831,1179.542053,415286.3853,1,2,12,0,1
307,339684.336,434578.1276,340184.336,434078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.686696,209.300959,229.976939,27.742242,28.286667,25.339999,19.533333,15.903333,14.753333,13.89,13.103333,12.293333,11.543333,10.87,9.883333,8.746667,7.76,6.876667,5.963333,5.113333,4.14,2.696667,1.136667,-0.783333,-3.03,0.256041,2859.252523,0.739582,2.830777,3.018232,0.260212,0.116483,0.178046,0.200354,0.113662,0.035341,0.003325,0.001498,580.63501,415355.3471,0,,3,0,0
308,339684.336,434078.1276,340184.336,433578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.323181,203.661301,216.360748,27.733412,10.03,6.03,3.29,2.5,1.98,1.57,1.19,0.86,0.56,0.26,-0.03,-0.33,-0.63,-0.93,-1.27,-1.61,-1.98,-2.39,-2.88,-3.59,-4.9,0.189929,343.538055,0.051265,2.163837,0.105252,0.948721,0.004608,0.010349,0.008221,0.000176,0,0,0,4237.209473,415368.0807,0,,1,0,0
309,339684.336,433578.1276,340184.336,433078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.655273,225.996788,249.062782,27.745577,21.405001,17.17,15.71,14.66,13.835,13.125,12.47,11.87,11.31,10.78,10.24,9.675,9.08,8.42,7.71,6.83,5.73,4.325,2.395,-0.22,-4.77,0.491565,11267.15918,0.856245,2.781302,3.88859,0.143627,0.166902,0.255261,0.28007,0.131621,0.025338,0.001977,0,1268.442749,415289.4221,0,,2,0,0
310,339684.336,433078.1276,340184.336,432578.1276,280.687828,281.616737,294.325829,27.742916,13.6325,12.19,11.33,10.65,10.03,9.47,8.95,8.46,7.9325,7.3875,6.8375,6.255,5.62,4.9375,4.2275,3.4875,2.5875,1.4675,0.325,-0.795,-2.1675,0.522952,2243.380798,0.690489,2.456915,2.800033,0.308907,0.199591,0.217357,0.175477,0.062617,0.004701,0,0,533.684746,422736.2688,301.826536,301.828191,316.553986,27.741169,14.721667,11.756667,10.715,9.96,9.311667,8.728333,8.178333,7.658333,7.176667,6.67,6.141667,5.565,4.91,4.138333,3.266667,2.355,1.335,0.118333,-1.233333,-3.155,-7.263333,0.458509,7823.634923,0.590622,2.281525,2.332406,0.409289,0.171778,0.169723,0.127204,0.062859,0.020148,0.000658,0,4574.032298,415221.4779,1,4,6,0,0
311,339684.336,432578.1276,340184.336,432078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.191114,264.283915,273.227707,27.749619,23.033333,18.716667,17.02,15.978333,15.17,14.503333,13.885,13.298333,12.736666,12.168333,11.595,10.983333,10.32,9.578333,8.66,7.785,6.87,5.635,3.66,0.675,-4.915,0.346945,15436.74837,0.858622,2.834255,4.295699,0.141235,0.141952,0.23649,0.309442,0.187061,0.049151,0.006019,0,1729.987935,415269.8549,0,,6,0,0
329,340184.336,444078.1276,340684.336,443578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
330,340184.336,443578.1276,340684.336,443078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
331,340184.336,443078.1276,340684.336,442578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
332,340184.336,442578.1276,340684.336,442078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
333,340184.336,442078.1276,340684.336,441578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
334,340184.336,441578.1276,340684.336,441078.1276,120.221975,124.769403,137.735161,27.716452,17.51,15.42,13.981667,12.731667,11.85,11.055,10.308333,9.583333,8.885,8.198333,7.433333,6.726667,5.991667,5.143333,4.283333,3.485,2.661667,1.658333,0.533333,-0.698333,-2.525,0.572725,2620.453939,0.74965,2.697794,2.911103,0.249022,0.211831,0.223504,0.172328,0.065977,0.012867,0.001629,0,599.992457,422213.0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,0,0
335,340184.336,441078.1276,340684.336,440578.1276,149.353396,157.357049,168.899007,27.714567,19.540769,16.508077,14.616538,13.073846,11.683077,10.540385,9.556539,8.671154,7.865769,7.122308,6.383077,5.630385,4.879615,4.125769,3.345769,2.501154,1.563077,0.529231,-0.659231,-2.204231,-5.166154,0.806284,4595.368298,0.597495,2.73444,2.195501,0.402124,0.13418,0.150412,0.12621,0.061702,0.024802,0.007007,0.001406,2230.688365,422695.4912,166.610976,171.00029,183.128545,27.715257,16.512,13.977,12.625,11.498,10.566,9.803,9.12,8.489,7.891,7.278,6.622,5.927,5.204,4.447,3.674,2.855,1.939,0.876,-0.473,-2.39,-5.506,0.569164,3096.892923,0.634479,2.456554,2.52734,0.365209,0.162181,0.188206,0.15777,0.062242,0.013874,0.002286,0,1580.222705,412110.9852,1,26,10,0,0
336,340184.336,440578.1276,340684.336,440078.1276,136.814783,141.973747,153.836368,27.714944,17.016316,14.340526,12.953158,11.898947,10.914737,9.989474,9.148421,8.365789,7.602105,6.822105,6.058947,5.292105,4.519474,3.751579,2.950526,2.097368,1.175789,0.226842,-0.8,-2.182632,-4.777368,0.564451,4070.926835,0.604026,2.63022,2.166063,0.395022,0.155081,0.160088,0.122269,0.053094,0.016159,0.003241,0.00052,2167.415861,422476.2652,134.014908,139.517059,153.117043,27.723854,19.099999,16.565,15.375,14.475,13.7,13.03,12.375,11.735,11.045,10.275,9.47,8.61,7.67,6.7,5.725,4.675,3.365,1.995,0.64,-1.005,-3.48,0.474128,4337.982056,0.766909,2.779335,3.01204,0.232704,0.153557,0.187403,0.203184,0.113472,0.021241,0.000329,0,884.502258,412145.564,1,19,2,0,0
337,340184.336,440078.1276,340684.336,439578.1276,160.252672,170.706559,179.847537,27.718436,19.59,16.98125,15.379375,14.16875,13.14125,12.22625,11.361875,10.569375,9.819375,9.075625,8.30625,7.504375,6.703125,5.888125,4.98375,4.02375,3.05375,1.986875,0.6025,-0.950625,-3.3475,0.269841,3535.146622,0.741502,2.768796,3.035162,0.256583,0.215291,0.210123,0.163347,0.085589,0.031462,0.007672,0.000929,835.858189,422814.7354,164.961363,167.205674,184.086363,27.715794,19.11875,16.61625,15.26625,14.055,12.9825,12.02625,11.18625,10.37875,9.6175,8.86125,8.1025,7.34,6.58375,5.76,4.85,3.9075,2.81875,1.585,0.1725,-1.52,-4.37625,0.418346,3404.81192,0.687278,2.735373,2.689041,0.312376,0.149831,0.17645,0.164567,0.087183,0.029422,0.005271,0,1157.300892,412114.0879,1,16,8,0,0
338,340184.336,439578.1276,340684.336,439078.1276,224.787962,234.274889,243.397104,27.720666,18.603043,16.124348,14.502609,13.149565,11.976087,10.915652,9.983043,9.090869,8.266522,7.452609,6.638696,5.819565,5.038696,4.198696,3.332609,2.431304,1.480435,0.434348,-0.776522,-2.302609,-4.688261,0.360931,3626.424561,0.629886,2.739146,2.295764,0.36963,0.153903,0.160517,0.131911,0.066424,0.020665,0.002587,0,1645.692567,422604.4832,234.895359,225.967022,247.722656,27.726637,12.8225,9.685,8.46,7.6275,6.9975,6.4175,5.8575,5.3075,4.7525,4.1825,3.5925,2.9975,2.35,1.6075,0.7675,-0.1425,-1.115,-2.2,-3.625,-5.425,-9.0025,0.722048,4385.855564,0.419779,2.07649,1.606653,0.580087,0.107983,0.124775,0.103256,0.035891,0.003418,0,0,6144.208435,411981.7311,1,23,4,0,0
339,340184.336,439078.1276,340684.336,438578.1276,261.179192,274.301431,279.403239,27.725668,18.22,16.304,15.103,14.136,13.283,12.482,11.697,10.932,10.206,9.459,8.75,8.053,7.33,6.527,5.616,4.594,3.491,2.261,0.78,-1.137,-3.169,0.336571,2407.498193,0.757224,2.725255,3.066498,0.240755,0.193324,0.210269,0.179051,0.092457,0.030646,0.003761,0.000128,475.398865,423200.7472,308.916635,317.532772,327.626548,27.720171,18.704286,15.488571,14.03,13.05,12.22,11.46,10.75,10.111429,9.512857,8.927143,8.331429,7.701429,7.01,6.262857,5.444286,4.495714,3.397143,2.107143,0.495714,-1.758572,-5.815714,0.676596,7106.66233,0.663409,2.520405,3.220723,0.336378,0.16671,0.19758,0.204752,0.119613,0.033251,0.004879,0.000715,2982.080688,411901.3958,1,10,7,0,0
340,340184.336,438578.1276,340684.336,438078.1276,334.243197,346.227117,351.189387,27.72527,16.940909,14.288182,12.629091,11.410909,10.432727,9.583636,8.795455,8.073636,7.382727,6.687273,5.994545,5.3,4.598182,3.846364,3.05,2.231818,1.341818,0.242727,-1.17,-3.086364,-6.077273,0.672594,3779.37111,0.571152,2.623235,2.259277,0.428818,0.145996,0.171003,0.135255,0.050089,0.017557,0.004836,0.000118,2097.960219,421564.2509,322.645084,328.053114,341.454018,27.729017,18.802222,15.266667,13.647778,12.558889,11.687778,10.905556,10.194445,9.491111,8.804445,8.083333,7.323333,6.495556,5.667778,4.784444,3.863333,2.935556,1.957778,0.78,-0.714444,-2.872222,-7.253333,0.58156,8019.388889,0.643661,2.689285,2.417405,0.356124,0.134628,0.163064,0.155994,0.075612,0.018433,0.003065,0,3294.089769,411892.0148,1,11,9,1,0
341,340184.336,438078.1276,340684.336,437578.1276,294.160482,297.286142,308.544669,27.727568,14.378947,11.9,10.396316,9.276316,8.317368,7.492632,6.755263,6.091579,5.454737,4.831053,4.206316,3.576842,2.931053,2.277368,1.595789,0.868421,0.056842,-0.835789,-1.930526,-3.309474,-5.628421,0.53351,2743.747146,0.488567,2.495598,1.62476,0.510432,0.135068,0.134713,0.091438,0.027654,0.003401,0.000006,0,2279.995275,422630.6458,282.716675,287.789897,302.416097,27.72216,19.693333,15.113333,12.816666,11.63,10.693333,9.87,9.056667,8.32,7.66,7.036667,6.396667,5.803333,5.156667,4.44,3.62,2.666667,1.533333,0.15,-1.523333,-3.716667,-7.96,0.531976,6305.515503,0.556309,2.693253,2.359016,0.443506,0.135387,0.154779,0.140207,0.076335,0.027827,0.004787,0.000174,3757.219503,411930.6243,1,19,3,1,0
342,340184.336,437578.1276,340684.336,437078.1276,268.307411,273.399542,289.558531,27.732005,21.247727,18.230909,16.642273,15.461364,14.449546,13.522727,12.654091,11.829091,10.994091,10.167727,9.293636,8.415909,7.500455,6.545455,5.543636,4.470455,3.308182,2.062273,0.505,-1.458636,-4.798636,0.509617,5551.698653,0.723804,2.844943,3.028251,0.275622,0.161565,0.188938,0.179258,0.102459,0.040553,0.011396,0.002218,1530.601345,422493.0762,280.996036,290.671984,307.259149,27.73448,26.256923,22.385385,20.365385,18.930769,17.723077,16.62923,15.625385,14.641538,13.73,12.850769,11.909231,10.909231,9.880769,8.863077,7.849231,6.740769,5.478462,4.015385,2.200769,-0.350769,-4.993846,0.850611,7899.599534,0.813751,3.019289,3.792173,0.186098,0.161015,0.209139,0.218831,0.141911,0.075095,0.02729,0.004784,1321.331923,412391.2111,1,22,13,0,0
343,340184.336,437078.1276,340684.336,436578.1276,219.125435,228.876673,237.595099,27.735726,18.464117,14.914118,12.952941,11.334706,10.171176,9.242353,8.460588,7.760588,7.097647,6.474706,5.855294,5.218235,4.547059,3.845882,3.117647,2.285882,1.320588,0.202353,-1.226471,-3.155294,-6.577647,0.363243,5001.319384,0.486084,2.701968,1.918409,0.512787,0.08963,0.117331,0.120115,0.066812,0.025493,0.007538,0.001282,4609.357341,423473.5839,236.030472,236.976728,258.461855,27.734429,22.426154,19.6,17.928462,16.643077,15.576923,14.58,13.673846,12.803077,11.913846,11.016923,10.133077,9.214615,8.27,7.344615,6.371539,5.302308,4.164615,2.894615,1.350769,-0.566154,-3.498462,0.87786,5267.739615,0.789716,2.891341,3.395035,0.210149,0.168606,0.213146,0.206957,0.114097,0.045394,0.012168,0.002849,1055.040264,414513.7787,1,17,13,0,0
344,340184.336,436578.1276,340684.336,436078.1276,184.901845,189.338455,205.734375,27.74049,20.826667,16.473333,13.39,10.856667,9.436667,8.373333,7.513333,6.69,5.776667,4.843333,4.033333,3.223333,2.48,1.63,0.81,-0.076667,-1.013333,-2.096667,-3.29,-5.086667,-9.103333,0.151276,4185.171712,0.369175,2.818519,1.095738,0.630189,0.040004,0.060741,0.070848,0.045594,0.018331,0.002847,0,6150.603271,423542.8964,194.386293,201.84646,218.595875,27.739453,24.203333,20.681333,19.074667,17.939333,17.030667,16.206,15.418,14.662,13.906,13.134667,12.329333,11.52,10.634,9.608667,8.414,7.029333,5.526667,3.990667,2.257333,-0.136667,-4.564667,0.739766,8417.782064,0.835024,2.958383,3.858146,0.164816,0.179868,0.212942,0.216946,0.154043,0.076722,0.018815,0.002212,1181.523938,413312.5167,1,3,15,0,1
345,340184.336,436078.1276,340684.336,435578.1276,191.062861,198.73761,213.566216,27.743046,22.497778,19.292222,17.736667,16.567778,15.544445,14.647778,13.851111,13.065556,12.328889,11.59,10.845555,10.083333,9.296667,8.434444,7.453333,6.3,4.944444,3.273333,1.143333,-1.5,-5.923333,0.179037,7449.485514,0.722322,2.862107,3.030433,0.275865,0.108702,0.1513,0.173933,0.125128,0.068991,0.025656,0.005414,1959.841583,422702.189,139.095215,168.117081,158.49913,27.735435,19.4,17.379999,16.51,15.84,15.2,14.6,13.97,13.37,12.73,11.98,11.12,10.22,9.28,7.79,5.95,3.78,1.87,0.67,-0.41,-1.68,-4.12,0.760145,4199.685547,0.685482,2.816166,2.313775,0.314402,0.051608,0.093783,0.162412,0.137595,0.043162,0,0,1283.928223,415391.0729,1,9,1,0,1
346,340184.336,435578.1276,340684.336,435078.1276,188.482009,199.64884,212.521347,27.745265,24.034546,19.470909,17.308182,15.834545,14.665455,13.671818,12.804546,12.037273,11.329091,10.612727,9.881818,9.094545,8.286364,7.391818,6.42,5.381818,4.220909,2.852727,1.235455,-1.23,-5.313636,0.393218,6614.932387,0.639924,2.722521,2.93629,0.35899,0.106629,0.140942,0.162913,0.126582,0.070775,0.024291,0.006414,3220.557123,423350.759,192.666807,203.70733,208.890058,27.744653,16.218571,12.99,11.205714,9.964286,9.004286,8.234286,7.565714,6.957143,6.374286,5.788572,5.2,4.604286,3.982857,3.332857,2.654286,1.924286,1.11,0.232857,-0.968571,-2.604286,-5.597143,0.447884,3313.845825,0.547186,2.553991,2.106585,0.452671,0.152123,0.166968,0.125564,0.043105,0.009033,0.000586,0,2153.533578,415372.4759,1,11,7,0,1
347,340184.336,435078.1276,340684.336,434578.1276,228.662678,241.286011,249.087529,27.749517,20.42,16.797143,15.064286,13.548571,12.296428,11.157857,9.956428,8.798572,7.797857,6.975714,6.245,5.555,4.867143,4.131429,3.297143,2.360714,1.41,0.385,-0.783571,-2.364286,-5.585,0.490256,4854.217887,0.591097,2.732158,2.100254,0.408291,0.126703,0.140695,0.119285,0.061424,0.025334,0.00753,0.001966,2329.098058,423566.4711,277.472209,282.253845,295.000519,27.755533,17.526667,14.49,12.753333,11.666667,10.846667,10.116667,9.46,8.823333,8.2,7.586667,7.036667,6.476667,5.903333,5.29,4.593333,3.82,2.97,1.883333,0.646667,-1.223333,-4.25,0.355209,3698.253052,0.622617,2.532743,3.105378,0.377209,0.180932,0.219942,0.198192,0.087921,0.02188,0.002674,0,1819.963501,415291.6218,1,14,3,0,1
348,340184.336,434578.1276,340684.336,434078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.310358,222.785776,237.73006,27.749778,18.414,15.226,13.442,12.302,11.41,10.632,9.982,9.374,8.802,8.222,7.59,6.902,6.214,5.488,4.64,3.684,2.554,1.162,-0.508,-2.444,-5.754,0.312236,3376.095898,0.587893,2.678899,2.225866,0.411943,0.098239,0.131965,0.136502,0.080419,0.035782,0.010203,0.001183,1823.179376,415348.3384,0,,5,0,1
349,340184.336,434078.1276,340684.336,433578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.475296,224.056534,242.763092,27.759357,22.280001,18.76,17.639999,16.809999,16.1,15.47,14.83,14.23,13.63,13.11,12.54,11.91,11.2,10.41,9.51,8.42,7.19,5.8,3.89,0.82,-3.74,0.594865,9844.125,0.894095,2.896816,4.492291,0.10577,0.17089,0.245563,0.301861,0.199595,0.061923,0.004071,0,776.249695,415297.1055,0,,1,0,0
350,340184.336,433578.1276,340684.336,433078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.071754,214.675167,228.947502,27.754394,21.87,16.71,14.6675,13.1825,11.6,10.605,9.93,9.32,8.75,8.1675,7.58,6.925,6.225,5.4675,4.6525,3.7625,2.84,1.7675,0.375,-1.685,-6.3275,0.557677,7589.679138,0.623264,2.825924,2.889815,0.376643,0.139725,0.185647,0.185429,0.097854,0.033201,0.00548,0.000489,4402.902145,415310.426,0,,4,0,0
351,340184.336,433078.1276,340684.336,432578.1276,287.642975,291.785645,303.082743,27.765432,15.433333,13.163333,11.453333,10.27,9.22,8.146667,7.256667,6.473333,5.746667,5.063333,4.373333,3.766667,3.23,2.646667,1.996667,1.236667,0.373333,-0.536667,-1.643333,-3.416667,-5.446667,0.29979,2078.452372,0.515512,2.469354,1.974795,0.484133,0.164841,0.161049,0.110179,0.036308,0.004758,0,0,1478.997396,422651.6319,268.891039,279.203907,287.89466,27.765502,18.998889,15.062222,13.516667,12.396667,11.465556,10.681111,9.975556,9.287778,8.627778,7.965556,7.308889,6.624445,5.896667,5.025556,4.032222,2.891111,1.643333,0.364444,-1.132222,-3.431111,-8.774445,0.466773,8420.348579,0.564263,2.719459,2.386345,0.435643,0.120931,0.144647,0.141993,0.088638,0.035981,0.00535,0.000195,5746.240139,415256.7862,1,3,9,0,0
352,340184.336,432578.1276,340684.336,432078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
370,340684.336,444078.1276,341184.336,443578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
371,340684.336,443578.1276,341184.336,443078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
372,340684.336,443078.1276,341184.336,442578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
373,340684.336,442578.1276,341184.336,442078.1276,126.644505,127.084591,143.837288,27.731326,17.185,13.87,12.395,11.23,10.015,8.76,7.505,6.325,5.035,3.535,2.395,1.605,0.965,0.385,-0.145,-0.69,-1.29,-1.965,-2.825,-4,-6.25,0.572365,5269.219727,0.341195,2.641019,0.834776,0.65865,0.032253,0.047757,0.064352,0.03572,0.002999,0,0,6777.219238,421585.5767,136.222244,133.335693,149.182907,27.731704,12.960001,10.93,9.825,8.925,8.22,7.6,7.02,6.455,5.895,5.33,4.775,4.18,3.575,2.905,2.19,1.425,0.565,-0.525,-1.93,-3.705,-5.63,0.044399,2533.66613,0.443735,2.18269,2.116393,0.556101,0.119981,0.149478,0.14396,0.062161,0.007689,0,0,3286.4077,412102.8343,1,2,2,0,0
374,340684.336,442078.1276,341184.336,441578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
375,340684.336,441578.1276,341184.336,441078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.194492,141.463661,140.43187,27.724885,21.23,18.57,17.095,15.725,14.305,12.465,10.95,9.98,9.17,8.385,7.505,6.53,5.5,4.545,3.665,2.75,1.89,1.03,-0.095,-1.665,-3.945,0.635276,3501.893921,0.650337,2.891467,2.335214,0.349344,0.128156,0.143992,0.13633,0.08631,0.033113,0.00322,0,1288.978424,412154.2918,0,,2,0,0
376,340684.336,441078.1276,341184.336,440578.1276,165.166051,170.352613,181.132487,27.730118,15.961667,14.090556,12.826111,11.755556,10.859444,10.044444,9.225,8.45,7.727222,6.961667,6.213333,5.478889,4.770556,4.031111,3.221111,2.395,1.586667,0.717222,-0.287778,-1.577778,-3.522222,0.654319,2451.526438,0.638246,2.585793,2.433356,0.360449,0.195527,0.184753,0.130975,0.056793,0.014544,0.001736,0,1039.781153,422166.4847,165.471527,175.597809,184.560954,27.727922,19.083333,16.94,15.736667,14.8,13.913333,13.116667,12.366666,11.633333,10.846667,10.073333,9.286667,8.396667,7.423333,6.413333,5.326667,4.24,3.266667,2.403333,1.406667,-0.163333,-2.256667,0.604974,3529.710042,0.790103,2.778802,3.449974,0.209507,0.242892,0.246355,0.190571,0.094347,0.03298,0.004295,0,631.395192,412111.6686,1,18,3,0,0
377,340684.336,440578.1276,341184.336,440078.1276,222.873706,231.383904,245.33994,27.733395,22.46,19.097143,17.375,16.167857,15.112143,14.120714,13.197857,12.273571,11.41,10.547857,9.670714,8.758571,7.797857,6.793571,5.762857,4.735,3.602143,2.213571,0.538571,-1.700714,-5.748571,0.433497,6578.370937,0.704727,2.874755,2.993497,0.294667,0.149597,0.174998,0.17008,0.102042,0.045194,0.020258,0.009107,2235.12602,421818.6363,212.689736,218.095806,231.970291,27.731611,19.277273,16.51,14.971818,13.783636,12.732727,11.799091,10.957273,10.184545,9.435455,8.665455,7.887273,7.072727,6.222727,5.345455,4.453636,3.55,2.523636,1.290909,-0.161818,-2.016364,-5.260909,0.527844,3766.518155,0.682422,2.764151,2.636114,0.317234,0.144117,0.177711,0.165661,0.081701,0.025596,0.0042,0.000296,1181.013078,412067.146,1,14,11,0,0
378,340684.336,440078.1276,341184.336,439578.1276,147.286012,153.4972,165.07893,27.734244,17.788,15.044,13.541667,12.392333,11.384333,10.512333,9.726333,8.985667,8.253667,7.54,6.825667,6.136,5.449667,4.735333,3.964,3.16,2.289,1.281667,0.146667,-1.394,-4.077333,0.443544,4782.677428,0.679371,2.655885,2.73833,0.319762,0.19449,0.204568,0.160654,0.068116,0.015792,0.001087,0.000079,1641.563943,422376.8825,169.044322,175.401978,184.026667,27.741457,14.98,11.866666,10.573334,9.633333,8.833333,8.146667,7.563333,7.036667,6.55,6.076667,5.613333,5.133333,4.593333,4.03,3.366667,2.643333,1.786667,0.723333,-0.533333,-2.23,-5.463334,0.82536,5818.532104,0.58445,2.469925,2.587893,0.415363,0.177358,0.208484,0.162509,0.05021,0.007602,0.000095,0,3455.655355,412046.3626,1,30,3,0,0
379,340684.336,439578.1276,341184.336,439078.1276,167.425264,170.496167,183.540705,27.737458,16.111176,13.46,11.750588,10.487059,9.518235,8.7,7.979412,7.314118,6.675882,6.064118,5.452941,4.855882,4.253529,3.603529,2.893529,2.155882,1.351765,0.391765,-0.742353,-2.304118,-4.908235,0.492142,3308.950222,0.527228,2.558391,2.085381,0.47266,0.135919,0.145273,0.121144,0.060192,0.019282,0.003074,0.000152,2670.142929,423014.9762,147.959314,155.449608,164.990156,27.734344,17.025,13.44,11.938334,10.72,9.658333,8.778333,8.035,7.381667,6.743333,6.12,5.5,4.878333,4.216667,3.496667,2.688333,1.776667,0.753333,-0.415,-1.816667,-3.716667,-8.048333,0.775767,6646.262329,0.575918,2.581949,2.149816,0.423897,0.149798,0.170544,0.134182,0.044005,0.005901,0.000433,0,3949.735647,412064.9673,1,17,6,0,0
