id,left,top,right,bottom,a_elev_m,a_dem_m,a_celev_m,a_ss_m,a_crh100_m,a_crh095_m,a_crh090_m,a_crh085_m,a_crh080_m,a_crh075_m,a_crh070_m,a_crh065_m,a_crh060_m,a_crh055_m,a_crh050_m,a_crh045_m,a_crh040_m,a_crh035_m,a_crh030_m,a_crh025_m,a_crh020_m,a_crh015_m,a_crh010_m,a_crh005_m,a_crh000_m,a_mfrac_m,a_rv_m,a_cv_m,a_fhd_m,a_pai_m,a_gap_m,a_pavd01_m,a_pavd02_m,a_pavd03_m,a_pavd04_m,a_pavd05_m,a_pavd06_m,a_pavd07_m,a_rg_m,a_rxrtrn_m,b_elev_m,b_dem_m,b_celev_m,b_ss_m,b_crh100_m,b_crh095_m,b_crh090_m,b_crh085_m,b_crh080_m,b_crh075_m,b_crh070_m,b_crh065_m,b_crh060_m,b_crh055_m,b_crh050_m,b_crh045_m,b_crh040_m,b_crh035_m,b_crh030_m,b_crh025_m,b_crh020_m,b_crh015_m,b_crh010_m,b_crh005_m,b_crh000_m,b_mfrac_m,b_rv_m,b_cv_m,b_fhd_m,b_pai_m,b_gap_m,b_pavd01_m,b_pavd02_m,b_pavd03_m,b_pavd04_m,b_pavd05_m,b_pavd06_m,b_pavd07_m,b_rg_m,b_rxrtrn_m,gedi_both,a_gedi_num,b_gedi_num,isburnt,iscontrol
618,343684.336,443078.1276,344184.336,442578.1276,136.213524,134.26284,147.953804,27.820601,11.735,9.565,8.535,7.9,7.39,6.905,6.44,6.005,5.575,5.145,4.77,4.335,3.86,3.295,2.625,1.91,1.195,0.19,-1.03,-2.43,-5.235,0.840945,2422.726746,0.467055,2.126624,1.739975,0.532633,0.10511,0.130911,0.11883,0.043087,0.002612,0,0,2227.336853,421663.478,123.005419,126.41039,141.108749,27.813481,18.096666,15.25,14.003333,13.016667,12.106667,11.17,10.146667,9.06,8.073334,7.383333,6.8,6.223333,5.636667,5.023333,4.37,3.63,2.77,1.796667,0.583333,-1.356667,-4.953333,0.089851,4471.342611,0.639173,2.72318,2.502699,0.360505,0.1139,0.166905,0.183042,0.083365,0.010277,0,0,1938.116597,412162.9989,1,2,3,0,0
619,343684.336,442578.1276,344184.336,442078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
620,343684.336,442078.1276,344184.336,441578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
621,343684.336,441578.1276,344184.336,441078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
622,343684.336,441078.1276,344184.336,440578.1276,184.177711,196.747501,202.667863,27.826972,18.485833,16.1275,14.463333,13.034167,11.756667,10.729167,9.8275,9.004167,8.2325,7.515,6.796667,6.06,5.298333,4.475,3.673333,2.8275,1.923333,0.9275,-0.3775,-1.89,-4.273333,0.627674,2585.686091,0.643859,2.733827,2.411561,0.355883,0.155328,0.17104,0.143159,0.066594,0.019928,0.003523,0.000406,1143.862508,421534.2886,130.616688,149.755684,156.239037,27.835347,25.615,21.065,19.23,17.825,16.57,15.505,14.45,13.35,12.26,11.21,10.09,8.815,7.185,5.445,4.15,3.235,2.355,1.33,0.15,-1.235,-4.585,0.544371,9182.650879,0.693925,3.052884,2.548688,0.305943,0.100565,0.132542,0.149139,0.10969,0.05405,0.012637,0.001398,2897.1203,412030.1791,1,12,2,1,0
623,343684.336,440578.1276,344184.336,440078.1276,177.029306,186.38448,188.62546,27.8326,11.591428,10.131429,9.001429,8.077143,7.32,6.657143,6.045714,5.468572,4.961428,4.484286,4.015714,3.531429,3.005714,2.418571,1.795714,1.187143,0.571429,-0.105714,-0.922857,-1.962857,-3.344286,0.608854,1361.816402,0.525065,2.295403,1.771215,0.474872,0.165726,0.158613,0.094178,0.018509,0.000081,0,0,877.269017,421522.8663,172.122993,182.124614,190.624652,27.831417,18.498125,14.900625,13.174375,12.053125,11.1225,10.28,9.52125,8.81875,8.125,7.424375,6.74375,6.06,5.361875,4.620625,3.825625,2.958125,2.00375,0.889375,-0.518125,-2.435,-6.09375,0.557165,5875.519302,0.632036,2.674998,2.338456,0.367851,0.135816,0.166826,0.14781,0.063244,0.017986,0.003776,0.000143,2331.918196,413470.8286,1,7,16,1,0
624,343684.336,440078.1276,344184.336,439578.1276,227.549515,232.724665,238.546973,27.832876,10.9925,8.5525,7.27875,6.3275,5.533125,4.82125,4.185625,3.590625,3.04125,2.5225,2.00125,1.475,0.93625,0.4075,-0.15,-0.739375,-1.39,-2.116875,-2.984375,-4.214375,-6.505,0.324887,1792.436172,0.308388,2.2046,0.843248,0.691539,0.082877,0.076312,0.042886,0.008012,0,0,0,4468.858074,421480.9732,228.886742,235.333546,248.570129,27.834307,19.679,16.224,14.566,13.401,12.393,11.495,10.685,9.924,9.218,8.509,7.779,7.027,6.252,5.428,4.539,3.587,2.581,1.352,-0.189,-2.268,-6.232,0.454153,6489.117633,0.562021,2.633809,2.357706,0.437866,0.098571,0.134257,0.144588,0.08761,0.038126,0.01326,0.003772,2725.118243,412952.6309,1,16,10,1,0
625,343684.336,439578.1276,344184.336,439078.1276,227.160736,236.924939,237.845041,27.83531,10.68,8.970833,7.975,7.214167,6.555833,5.95,5.4075,4.8925,4.4125,3.955833,3.513333,3.054167,2.6,2.118333,1.606667,1.045,0.411667,-0.315,-1.14,-2.224167,-3.919167,0.376387,1732.515175,0.500239,2.218296,1.709573,0.499658,0.173607,0.157716,0.084073,0.013242,0.00008,0,0,2393.548644,421489.7612,237.776716,243.08639,256.150739,27.835262,18.369333,15.692,14.205333,13.077333,12.155333,11.377333,10.683333,9.998667,9.301333,8.618,7.928,7.224,6.493333,5.718667,4.890667,4.012,3.074,2.037333,0.72,-1.082667,-4.046,0.450828,4851.969027,0.715865,2.695391,3.025325,0.284007,0.187,0.216416,0.183766,0.08125,0.02442,0.004866,0.000847,1277.364152,414404.8511,1,12,15,1,0
626,343684.336,439078.1276,344184.336,438578.1276,273.423195,277.737223,284.558465,27.840435,11.130667,8.336667,6.773333,5.648,4.773333,4.065333,3.456667,2.900667,2.381333,1.877333,1.368667,0.852,0.332,-0.175333,-0.709333,-1.279333,-1.926667,-2.662,-3.59,-4.928,-7.422,0.231504,1625.408968,0.237962,2.302117,0.614841,0.76197,0.062159,0.055838,0.03014,0.005646,0.000265,0,0,5511.969395,421433.2028,272.646797,283.573044,290.918516,27.842407,18.266667,15.775,14.463333,13.51,12.748333,12.06,11.388333,10.696667,10.018333,9.333333,8.65,7.946667,7.263333,6.501667,5.633333,4.571667,3.32,1.908333,0.435,-1.485,-4.221667,0.214031,3378.225769,0.667469,2.675074,3.03427,0.332367,0.165814,0.186471,0.181088,0.105945,0.037998,0.011011,0.001434,1230.89743,415294.6435,1,15,6,1,0
627,343684.336,438578.1276,344184.336,438078.1276,249.217463,257.825093,260.580686,27.840223,11.358182,9.942727,9.033636,8.276364,7.537273,6.883636,6.269091,5.622727,5.044546,4.491818,3.944545,3.373636,2.811818,2.249091,1.654545,1.034545,0.404545,-0.290909,-1.118182,-2.239091,-3.619091,0.399932,1217.743009,0.511688,2.267607,1.638399,0.487754,0.156454,0.144522,0.082609,0.019318,0.003004,0,0,837.99319,422037.5502,283.082986,280.077824,301.69778,27.837743,18.61,15.961429,14.461429,13.28,12.35,11.607143,10.934286,10.284286,9.621429,8.902857,8.181429,7.418571,6.64,5.885714,5.135714,4.224286,3.127143,1.867143,0.261429,-1.748571,-5.064286,0.119682,3952.133371,0.70136,2.719898,2.8404,0.298457,0.152819,0.189426,0.178862,0.091648,0.028769,0.002966,0,1191.31141,415288.5938,1,11,7,1,0
628,343684.336,438078.1276,344184.336,437578.1276,256.841498,265.566592,269.213608,27.844074,12.367619,10.053333,8.900952,8.050952,7.298571,6.632857,6.037619,5.484762,4.960476,4.455238,3.947143,3.42,2.872857,2.308095,1.738095,1.112381,0.397143,-0.434762,-1.391905,-2.680476,-5.064762,0.48536,3127.648527,0.480727,2.234006,1.693427,0.518878,0.146861,0.142962,0.090989,0.02616,0.004917,0.000214,0,3055.456438,422327.6342,242.420784,243.870249,258.357332,27.847091,15.93125,13.85,12.6025,11.57125,10.64125,9.7975,9.10875,8.4875,7.87375,7.26875,6.6575,6.01125,5.35625,4.6525,3.9,3.10125,2.24625,1.1725,-0.22,-2.06375,-4.91125,0.270491,3003.230774,0.679974,2.597663,2.550547,0.319837,0.166319,0.200751,0.163168,0.054231,0.008727,0.000073,0,932.83432,415337.1405,1,21,8,1,0
629,343684.336,437578.1276,344184.336,437078.1276,223.614577,230.662863,240.569035,27.845057,16.949643,14.198571,12.782143,11.742143,10.866786,10.087143,9.386071,8.721429,8.093571,7.470357,6.828571,6.171071,5.486786,4.771071,3.986071,3.146786,2.213929,1.187857,-0.0675,-1.656071,-4.261071,0.455668,3958.566504,0.667622,2.613765,2.671963,0.331433,0.189334,0.1996,0.15657,0.065196,0.015612,0.002282,0.000324,1767.526685,422357.482,219.688385,221.663427,231.998144,27.840587,12.303333,11.093334,10.296667,9.606667,9.02,8.496666,7.936667,7.186667,6.4,5.626667,4.876667,4.29,3.726667,3.18,2.57,1.816667,1.01,0.11,-0.813333,-1.706667,-2.89,0.975028,1198.441386,0.648281,2.377454,2.164486,0.351538,0.216763,0.19146,0.108067,0.024989,0,0,0,436.524556,415362.8975,1,28,3,0,0
630,343684.336,437078.1276,344184.336,436578.1276,247.384103,255.128891,264.652063,27.851343,17.262812,14.74375,13.198125,12.08,11.17875,10.37375,9.599687,8.841875,8.114063,7.370312,6.652188,5.9375,5.179375,4.410625,3.621563,2.79125,1.886875,0.895,-0.207188,-1.591875,-4.012188,0.662803,3200.902504,0.64696,2.641645,2.534356,0.351895,0.188356,0.185807,0.139491,0.062835,0.018896,0.004474,0.000683,1824.168151,422721.4602,268.832471,267.232184,285.606395,27.851937,16.77,13.925,12.438,11.419,10.604,9.932,9.307,8.715,8.126,7.537,6.907,6.263,5.589,4.858,4.047,3.121,2.119,1.036,-0.349,-2.263,-5.388,0.2767,4973.662709,0.62721,2.481812,2.588425,0.372695,0.153453,0.180134,0.164508,0.077131,0.017608,0.001578,0,2199.519589,415263.3592,1,32,10,0,0
631,343684.336,436578.1276,344184.336,436078.1276,225.904388,228.738107,242.690691,27.853026,16.781818,14.342273,12.944545,11.894091,10.938636,10.021818,9.163636,8.342273,7.579545,6.843636,6.128182,5.402727,4.671818,3.943182,3.194091,2.390909,1.516818,0.560455,-0.670455,-2.168636,-4.299091,0.677263,3431.426081,0.596661,2.560936,2.396268,0.403105,0.166875,0.173113,0.135898,0.061902,0.019668,0.004564,0.000575,2041.798728,422521.7036,248.221914,249.11851,264.691035,27.850787,16.466666,13.116666,11.703333,10.66,9.746667,8.85,8.086667,7.423333,6.8,6.176667,5.576667,4.993333,4.343333,3.593333,2.83,2.056667,1.22,0.273333,-0.973333,-2.673333,-6.823333,0.213343,5777.778264,0.520742,2.413695,2.315446,0.479176,0.135019,0.165524,0.14584,0.064625,0.018195,0.001396,0,4189.013295,415285.6149,1,22,3,0,1
632,343684.336,436078.1276,344184.336,435578.1276,183.112485,190.613899,198.753218,27.856865,15.634167,13.8275,12.486667,11.539167,10.740833,10.045833,9.396667,8.756667,8.1325,7.470833,6.745,6.055,5.324167,4.595,3.899167,3.12,2.1975,1.080833,-0.138333,-1.384167,-3.0225,0.501814,1810.152883,0.636113,2.57417,2.498638,0.363144,0.159571,0.182402,0.155645,0.065768,0.014179,0.001625,0.000185,823.631527,423694.7402,202.031964,200.896094,218.829717,27.855153,16.793333,12.901111,11.213333,10.091111,9.197778,8.447778,7.751111,7.064444,6.381111,5.713333,5.075555,4.421111,3.735556,2.997778,2.198889,1.296667,0.291111,-0.872222,-2.301111,-4.238889,-8.42,0.133455,7286.361426,0.507294,2.501636,1.769035,0.492622,0.101366,0.129919,0.116464,0.046251,0.009757,0.000734,0,5676.906793,415334.7787,1,12,9,0,1
633,343684.336,435578.1276,344184.336,435078.1276,181.125177,191.799412,200.706648,27.858503,19.577143,15.861429,13.731429,12.27,11.071429,10.035714,9.134286,8.305714,7.502857,6.711429,5.977143,5.245714,4.462857,3.705714,2.911429,2.065714,1.128571,0.072857,-1.277143,-2.94,-5.931429,0.337766,3794.677229,0.530488,2.784356,2.03801,0.469466,0.104893,0.13513,0.128179,0.064521,0.023176,0.00415,0,3110.104436,421844.2209,171.941204,186.344677,195.841076,27.866054,23.895,19.5325,17.179999,15.4725,14.0975,13.1075,12.2275,11.4125,10.6425,9.9425,9.2675,8.595,7.9025,7.1725,6.415,5.495,4.465,3.275,1.4875,-1.245,-7.5725,0.396826,6835.296387,0.660602,2.894056,2.964499,0.339327,0.183115,0.168868,0.135842,0.093243,0.058546,0.033777,0.010504,3905.687531,416469.8135,1,7,4,0,1
634,343684.336,435078.1276,344184.336,434578.1276,193.560506,202.501681,211.348183,27.865632,17.780769,14.346154,12.223846,10.865385,9.866154,8.976154,8.133077,7.405385,6.767692,6.157692,5.575385,5.004615,4.436923,3.853077,3.222308,2.51,1.690769,0.701538,-0.489231,-2.12,-5.058461,0.404626,4385.089366,0.55112,2.544794,2.448575,0.447715,0.165014,0.175333,0.142227,0.064511,0.020017,0.004918,0.000012,3120.007493,422623.2092,174.995761,192.025793,198.648703,27.861657,23.646,19.602,17.854,16.456,15.316,14.32,13.262,12.194,11.128,10.018,9.002,8.08,7.214,6.432,5.604,4.658,3.512,2.388,1.102,-1.142,-6.268,0.394049,8020.632593,0.578217,2.762739,2.351788,0.421737,0.058629,0.103618,0.133047,0.093215,0.057414,0.031856,0.013361,4705.414429,415324.418,1,13,5,0,1
635,343684.336,434578.1276,344184.336,434078.1276,239.040035,244.953468,256.677199,27.867404,17.631176,14.501765,12.935882,11.664706,10.507647,9.422353,8.499412,7.634706,6.79,5.954706,5.197059,4.45,3.716471,2.950588,2.166471,1.328235,0.447647,-0.546471,-1.788235,-3.377647,-6.585882,0.541261,4812.920417,0.505527,2.536662,1.748124,0.494059,0.096565,0.118498,0.108894,0.051566,0.016471,0.004686,0.001103,3716.369577,422695.181,262.44548,258.478391,280.774362,27.870952,18.322857,14.325714,12.672857,11.602857,10.724286,9.981429,9.288571,8.605714,7.941429,7.3,6.67,6.064286,5.427143,4.76,4.038571,3.235714,2.31,1.117143,-0.4,-2.497143,-7.181429,0.289096,8919.799925,0.618789,2.453004,2.801814,0.38115,0.147673,0.195777,0.190919,0.083199,0.015426,0.001205,0,5221.013271,415248.0506,1,17,7,0,1
636,343684.336,434078.1276,344184.336,433578.1276,222.241974,224.944281,234.516349,27.872464,12.269167,9.569167,8.516667,7.771667,7.1775,6.654167,6.176667,5.718333,5.275833,4.83,4.3625,3.870833,3.319167,2.69,1.969167,1.185833,0.365833,-0.4675,-1.364167,-2.688333,-5.619167,0.62384,4819.16981,0.482393,2.29257,1.62225,0.516867,0.108316,0.138871,0.106444,0.023224,0.001493,0,0,4124.094259,423465.0425,221.258784,227.801216,236.523216,27.868033,15.258333,12.463334,11.233333,10.44,9.795,9.208333,8.643333,8.093333,7.543333,7.001667,6.423333,5.778333,5.085,4.331667,3.566667,2.691667,1.748333,0.645,-0.505,-2.031667,-5.188333,0.390432,5407.470416,0.501414,2.284528,2.142982,0.498515,0.112254,0.126778,0.123178,0.083015,0.034796,0.004505,0.000197,2693.444641,418342.6365,1,12,6,0,1
637,343684.336,433578.1276,344184.336,433078.1276,215.717041,221.237022,227.794716,27.877775,12.07,10.165,9.395,8.835,8.365,7.95,7.54,7.165,6.775,6.4,5.965,5.485,4.905,4.19,3.42,2.49,1.44,0.28,-1.125,-3.7,-6.51,0.920255,4100.855225,0.584703,2.262496,1.890005,0.414986,0.127069,0.152513,0.125466,0.036487,0,0,0,2551.781403,423383.2121,196.717789,206.809943,212.104376,27.872658,15.382,13.412,12.398,11.624,10.964,10.408,9.876,9.36,8.874,8.4,7.896,7.412,6.91,6.386,5.816,5.134,4.298,3.262,1.87,-0.07,-2.28,0.791914,4244.370325,0.742222,2.45078,3.523972,0.257588,0.234596,0.252847,0.211986,0.096361,0.023113,0.00319,0,761.146698,419906.8978,1,2,5,0,1
638,343684.336,433078.1276,344184.336,432578.1276,248.396105,258.097418,267.966158,27.87706,19.565,16.718333,15.27,14.206111,13.281667,12.445556,11.691667,10.982778,10.287222,9.602222,8.912222,8.172222,7.381111,6.522222,5.596111,4.600556,3.505,2.281667,0.898889,-0.960556,-4.435,0.608959,5990.951619,0.734419,2.730274,3.104099,0.264168,0.174527,0.209093,0.18731,0.093622,0.03547,0.007542,0.000214,1604.473884,422968.2179,229.358044,230.924277,242.909125,27.883625,13.546,11.678,10.692,9.93,9.328,8.798,8.266,7.734,7.226,6.736,6.266,5.77,5.224,4.598,3.862,2.992,2.036,0.838,-0.544,-2.13,-4.4,0.69192,3411.863953,0.623927,2.386213,2.326134,0.375908,0.15829,0.174114,0.147616,0.0585,0.005852,0,0,1831.645972,419878.8542,1,18,5,0,0
639,343684.336,432578.1276,344184.336,432078.1276,273.426809,276.096494,290.062124,27.879127,16.631667,13.656667,12.196667,11.321667,10.665,10.11,9.598333,9.088333,8.581667,8.071667,7.528333,6.956667,6.308333,5.503333,4.531667,3.471667,2.453333,1.331667,0.026667,-1.61,-4.403333,0.611714,5174.882243,0.664808,2.501278,2.6838,0.333833,0.15862,0.19289,0.175655,0.075334,0.013415,0.000156,0,1928.731552,422961.3893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,0,0
657,344184.336,444078.1276,344684.336,443578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.005018,179.117986,195.052884,27.835425,17.043334,14.188333,12.825,11.668333,10.713333,9.876667,9.085,8.283333,7.486667,6.731667,6.025,5.283333,4.533333,3.738333,2.868333,1.976667,1.071667,0.071667,-1.215,-2.89,-6.041667,0.234471,3697.780396,0.576659,2.632276,1.88108,0.42305,0.103668,0.138718,0.126187,0.04939,0.010087,0,0,1905.089732,412110.2928,0,,6,0,0
658,344184.336,443578.1276,344684.336,443078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.50797,139.133133,151.577438,27.828046,15.063334,12.57,11.42,10.61,9.946667,9.383333,8.856666,8.373334,7.823333,7.236667,6.66,6.08,5.456666,4.806667,4.193333,3.566667,2.896667,1.923333,0.496667,-1.283333,-4.39,0.186265,3731.542735,0.582452,2.462441,2.572854,0.417254,0.134935,0.175183,0.173024,0.082103,0.016794,0,0,2250.085968,412153.3684,0,,3,0,0
659,344184.336,443078.1276,344684.336,442578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
660,344184.336,442578.1276,344684.336,442078.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
661,344184.336,442078.1276,344684.336,441578.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
662,344184.336,441578.1276,344684.336,441078.1276,148.970992,153.69101,163.077366,27.842326,14.101818,11.623636,9.991818,8.769091,7.893636,7.159091,6.488182,5.858182,5.272727,4.682727,4.110909,3.509091,2.93,2.341818,1.741818,1.074545,0.302727,-0.575455,-1.571818,-2.847273,-4.942727,0.721117,1986.717767,0.429466,2.355703,1.65456,0.570299,0.114795,0.124468,0.097624,0.039226,0.010435,0.001762,0,2128.400718,421601.9391,169.641403,175.961472,187.508453,27.850393,17.860001,15.28,14.38,13.78,13.29,12.84,12.43,12.02,11.57,11.08,10.56,10,9.32,8.5,7.52,6.03,4.68,3.48,1.94,-1.64,-11.16,0.647671,11076.91016,0.801915,2.723226,3.239042,0.197933,0.160624,0.185761,0.233036,0.138143,0.010556,0,0,1822.359131,411999.8133,1,11,1,0,0
663,344184.336,441078.1276,344684.336,440578.1276,143.181789,146.977837,156.553391,27.840493,13.365,9.81,7.62,6.325,5.43,4.735,4.08,3.46,2.84,2.3,1.755,1.215,0.705,0.2,-0.235,-0.725,-1.325,-2.02,-2.805,-3.905,-6.19,0.712853,1667.338745,0.295524,2.387519,0.700801,0.704329,0.076046,0.061339,0.032057,0.008741,0,0,0,2640.599487,421588.2871,145.919367,149.030762,159.014082,27.848739,13.09,10.334286,8.964286,7.967143,7.205714,6.542857,5.928572,5.372857,4.838571,4.302857,3.738571,3.161429,2.557143,1.862857,1.131429,0.397143,-0.397143,-1.308572,-2.448571,-4.028571,-7.118572,0.68833,3546.423745,0.375614,2.142582,1.364871,0.624319,0.069403,0.096561,0.094483,0.039926,0.007302,0,0,4300.495597,413955.3826,1,2,7,0,0
664,344184.336,440578.1276,344684.336,440078.1276,195.026585,200.891669,208.664078,27.845821,13.633,11.438,10.058,9.053,8.169,7.415,6.742,6.131,5.561,5.001,4.439,3.895,3.363,2.822,2.239,1.58,0.815,-0.105,-1.07,-2.182,-3.971,0.714586,1942.767796,0.549317,2.352984,1.88962,0.450516,0.1695,0.160516,0.099453,0.027859,0.004759,0.000587,0,1478.605301,421522.473,184.823316,192.905888,201.71654,27.847027,16.887273,13.579091,12.015455,10.933636,10.086364,9.361818,8.676364,7.978182,7.259091,6.542727,5.842727,5.076364,4.27,3.427273,2.552727,1.641818,0.664545,-0.384545,-1.7,-3.522727,-7.078182,0.602715,4593.792991,0.546818,2.539517,1.942094,0.453083,0.129781,0.141714,0.112067,0.049538,0.017135,0.002958,0.000116,3147.643011,413826.9927,1,10,11,1,0
665,344184.336,440078.1276,344684.336,439578.1276,199.259888,214.645877,209.067815,27.85269,9.8,8.411667,7.188333,6.176667,5.496667,4.918333,4.38,3.853333,3.368333,2.911667,2.473333,2.055,1.598333,1.128333,0.613333,0.111667,-0.381667,-0.933333,-1.63,-2.511667,-3.878333,0.710998,1178.988485,0.415395,2.166743,1.102586,0.584555,0.128686,0.107537,0.045916,0.002722,0,0,0,1149.258616,421501.5627,199.153396,211.483256,219.187666,27.848804,20.027857,16.383572,14.432143,12.985,11.820714,10.796429,9.879286,9.032143,8.211429,7.407857,6.614286,5.805714,5.013571,4.210714,3.382857,2.542143,1.637143,0.567857,-0.745,-2.578571,-5.951429,0.536101,5050.604353,0.616149,2.758429,2.215263,0.383739,0.131204,0.15477,0.134837,0.061197,0.020525,0.00556,0.000563,2158.294852,414138.2119,1,6,14,1,0
666,344184.336,439578.1276,344684.336,439078.1276,227.228639,232.950095,239.236226,27.851522,12.002778,9.397222,8.142222,7.26,6.543333,5.887222,5.28,4.699445,4.138333,3.586667,3.033333,2.527222,2.018889,1.492222,0.951667,0.381667,-0.253889,-0.987778,-1.899444,-3.149444,-5.627778,0.366047,2603.276429,0.39117,2.241309,1.366287,0.608715,0.118521,0.107959,0.071619,0.028266,0.005749,0.000403,0,4211.545792,421480.8764,261.85864,266.690679,278.563693,27.854844,16.698333,14.32,12.786666,11.706667,10.75,9.833333,8.995,8.24,7.561667,6.95,6.355,5.77,5.171667,4.528333,3.805,3.038333,2.203333,1.248333,0.131667,-1.29,-3.665,0.362095,2565.103963,0.656085,2.608108,2.665073,0.343759,0.185049,0.20277,0.157588,0.061656,0.016395,0.002081,0,960.427411,415302.9859,1,18,6,1,0
667,344184.336,439078.1276,344684.336,438578.1276,275.654918,281.764001,288.993891,27.853508,13.334286,11.273571,10.041428,9.066429,8.197857,7.389286,6.673572,6.025714,5.445714,4.890714,4.335714,3.754286,3.192143,2.61,1.97,1.277857,0.521429,-0.375714,-1.433571,-2.704286,-4.704286,0.415464,2070.22736,0.529125,2.342421,1.82893,0.470756,0.156454,0.154818,0.09923,0.028075,0.005435,0,0,2115.54802,421440.4074,305.366894,313.466927,321.673584,27.852637,16.30375,14.0325,12.53125,11.4,10.425,9.54125,8.72625,7.98625,7.28625,6.6425,5.99,5.31875,4.63,3.95625,3.24875,2.49375,1.5975,0.6025,-0.5,-1.94375,-4.68625,0.222984,2797.576447,0.647209,2.584213,2.445589,0.352622,0.186013,0.194292,0.140242,0.049498,0.01131,0.000769,0,1013.473934,415269.994,1,14,8,1,0
668,344184.336,438578.1276,344684.336,438078.1276,216.426233,222.417487,225.924223,27.860084,9.494,7.043,6.051,5.336,4.752,4.219,3.71,3.231,2.773,2.347,1.919,1.492,1.056,0.604,0.141,-0.361,-0.933,-1.648,-2.596,-3.815,-6.298,0.320559,2129.699166,0.291978,2.084157,1.098479,0.707928,0.108222,0.101011,0.055706,0.008837,0.000031,0,0,5133.265732,421490.2308,267.585964,264.614419,282.492525,27.861939,14.902857,12.701429,11.16,10.058571,9.201429,8.384286,7.651429,6.971429,6.327143,5.69,5.068571,4.434286,3.772857,3.088571,2.362857,1.548571,0.698571,-0.23,-1.417143,-3.018571,-5.724286,0.123814,2139.716797,0.562644,2.541343,1.900314,0.437199,0.151235,0.153842,0.110316,0.03619,0.004099,0,0,1436.824271,415314.384,1,10,7,1,0
669,344184.336,438078.1276,344684.336,437578.1276,202.433933,212.765889,216.160968,27.859766,13.722778,12.002778,10.724444,9.65,8.746667,7.979444,7.312222,6.708333,6.127778,5.571667,5.024444,4.415,3.775556,3.111111,2.442778,1.749444,1.009444,0.192222,-0.708333,-1.761111,-3.282222,0.414466,1791.024265,0.594687,2.452452,2.043473,0.404756,0.182061,0.173227,0.108712,0.030815,0.004587,0.000288,0,905.611377,422134.6115,221.071185,227.90889,237.715817,27.854822,16.64,14.146,12.91,12.048,11.35,10.768,10.244,9.704,9.17,8.632,8.1,7.516,6.88,6.136,5.368,4.54,3.566,2.38,0.978,-0.936,-3.792,0.07422,4283.137256,0.77963,2.606376,3.327757,0.220153,0.206806,0.261843,0.223358,0.070933,0.006015,0,0,843.95434,415358.5084,1,18,5,1,0
670,344184.336,437578.1276,344684.336,437078.1276,225.44505,236.747189,239.876658,27.862698,14.427333,11.627333,10.194667,9.059333,8.1,7.177333,6.375333,5.597333,4.874,4.194,3.55,2.894,2.289333,1.702667,1.091333,0.458667,-0.292667,-1.194,-2.342,-3.823333,-6.746667,0.55653,2995.01641,0.407213,2.470009,1.337732,0.592282,0.103444,0.104778,0.073911,0.027917,0.007873,0.000812,0,3843.603202,422046.7071,246.646262,239.927555,259.569441,27.86661,12.917778,10.43,9.173333,8.264444,7.565556,6.916667,6.304445,5.694445,5.084444,4.49,3.891111,3.303333,2.703333,2.073333,1.405556,0.697778,-0.053333,-0.925556,-2.001111,-3.434444,-6.187778,0.38,3593.28578,0.532109,2.384125,1.607893,0.467811,0.157577,0.146485,0.081911,0.014304,0.00009,0,0,2388.414544,415290.7776,1,15,9,0,0
